"cell","left","top","right","bottom","GD_mean","GD_median","nb_species","nb_indv_mean","nb_indv_median","nb_indv_sd"
4045,-6.5675304452e6,2.4577698635e6,-6.3675304452e6,2.2577698635e6,0.012715492752061183,0.0015337423312883436,5,2.8,2.0,1.7888543819998317
4056,-6.5675304452e6,4.6577698635e6,-6.3675304452e6,4.4577698635e6,0.0,0.0,1,2.0,2.0,NaN
4057,-6.5675304452e6,4.8577698635e6,-6.3675304452e6,4.6577698635e6,0.005051380552156571,0.0035714285714285713,11,2.727272727272727,2.0,1.1908743922772957
4058,-6.5675304452e6,5.0577698635e6,-6.3675304452e6,4.8577698635e6,0.0022025575626761435,0.0,9,2.4444444444444446,2.0,0.7264831572567788
4059,-6.5675304452e6,5.2577698635e6,-6.3675304452e6,5.0577698635e6,0.009594173245842365,0.00409626216077829,5,2.8,3.0,0.8366600265340756
4060,-6.5675304452e6,5.4577698635e6,-6.3675304452e6,5.2577698635e6,0.005224660397074189,0.005224660397074189,1,3.0,3.0,NaN
4061,-6.5675304452e6,5.6577698635e6,-6.3675304452e6,5.4577698635e6,0.0019171779141104297,0.0019171779141104297,2,3.5,3.5,0.7071067811865476
4077,-6.3675304452e6,-5.9422301365e6,-6.1675304452e6,-6.1422301365e6,0.0007668711656441718,0.0007668711656441718,2,3.0,3.0,1.4142135623730951
4081,-6.3675304452e6,-5.1422301365e6,-6.1675304452e6,-5.3422301365e6,0.0017722576419797642,0.0007835785984468771,5,4.0,4.0,1.5811388300841898
4082,-6.3675304452e6,-4.9422301365e6,-6.1675304452e6,-5.1422301365e6,0.0026292725679228747,0.003067484662576687,7,2.5714285714285716,2.0,0.7867957924694432
4083,-6.3675304452e6,-4.7422301365e6,-6.1675304452e6,-4.9422301365e6,0.0009252389784562706,0.0009252389784562706,2,4.0,4.0,1.4142135623730951
4114,-6.3675304452e6,1.4577698635e6,-6.1675304452e6,1.2577698635e6,0.003116610992962815,0.003116610992962815,2,5.5,5.5,3.5355339059327378
4116,-6.3675304452e6,1.8577698635e6,-6.1675304452e6,1.6577698635e6,0.0,0.0,1,2.0,2.0,NaN
4117,-6.3675304452e6,2.0577698635e6,-6.1675304452e6,1.8577698635e6,0.0,0.0,1,2.0,2.0,NaN
4118,-6.3675304452e6,2.2577698635e6,-6.1675304452e6,2.0577698635e6,0.008503529816498082,0.008503529816498082,1,3.0,3.0,NaN
4119,-6.3675304452e6,2.4577698635e6,-6.1675304452e6,2.2577698635e6,0.008299848530850595,0.0031791529255881237,59,4.47457627118644,3.0,3.064569116382009
4130,-6.3675304452e6,4.6577698635e6,-6.1675304452e6,4.4577698635e6,0.0031645569620253164,0.0031645569620253164,1,2.0,2.0,NaN
4132,-6.3675304452e6,5.0577698635e6,-6.1675304452e6,4.8577698635e6,0.015403337571360648,0.0015337423312883436,10,2.9,2.5,1.5238839267549946
4133,-6.3675304452e6,5.2577698635e6,-6.1675304452e6,5.0577698635e6,0.00226769513981377,0.0021114519427402863,8,2.625,2.0,0.9161253813129043
4134,-6.3675304452e6,5.4577698635e6,-6.1675304452e6,5.2577698635e6,0.005426356589147287,0.005426356589147287,2,2.0,2.0,0.0
4135,-6.3675304452e6,5.6577698635e6,-6.1675304452e6,5.4577698635e6,0.0004260395364689843,0.0004260395364689843,2,6.0,6.0,5.656854249492381
4152,-6.1675304452e6,-5.7422301365e6,-5.9675304452e6,-5.9422301365e6,0.0,0.0,1,2.0,2.0,NaN
4154,-6.1675304452e6,-5.3422301365e6,-5.9675304452e6,-5.5422301365e6,0.0,0.0,1,5.0,5.0,NaN
4155,-6.1675304452e6,-5.1422301365e6,-5.9675304452e6,-5.3422301365e6,0.002044989775051125,0.002044989775051125,1,3.0,3.0,NaN
4156,-6.1675304452e6,-4.9422301365e6,-5.9675304452e6,-5.1422301365e6,0.001278118609406953,0.001278118609406953,2,3.0,3.0,1.4142135623730951
4159,-6.1675304452e6,-4.3422301365e6,-5.9675304452e6,-4.5422301365e6,0.0007668711656441718,0.0007668711656441718,1,4.0,4.0,NaN
4188,-6.1675304452e6,1.4577698635e6,-5.9675304452e6,1.2577698635e6,0.002968088320542744,0.002968088320542744,2,4.0,4.0,2.8284271247461903
4193,-6.1675304452e6,2.4577698635e6,-5.9675304452e6,2.2577698635e6,0.020704686091641566,0.020704686091641566,2,11.0,11.0,0.0
4206,-6.1675304452e6,5.0577698635e6,-5.9675304452e6,4.8577698635e6,0.0021835547480928965,0.0009202453987730062,19,3.263157894736842,3.0,1.4469164631940534
4207,-6.1675304452e6,5.2577698635e6,-5.9675304452e6,5.0577698635e6,0.002655100295105934,0.0017893660531697342,7,3.0,2.0,1.5275252316519468
4208,-6.1675304452e6,5.4577698635e6,-5.9675304452e6,5.2577698635e6,0.0018663483444135219,0.0015579385706277619,8,2.125,2.0,0.3535533905932738
4209,-6.1675304452e6,5.6577698635e6,-5.9675304452e6,5.4577698635e6,0.015645778396675077,0.016421172530617808,4,2.25,2.0,0.5
