"","cell","left","top","right","bottom","Distance_from_shore"
"335",3709,-7367530.4452,-5542230.1365,-7167530.4452,-5742230.1365,34.7564702642184
"336",3710,-7367530.4452,-5342230.1365,-7167530.4452,-5542230.1365,35.2995011770069
"337",3729,-7367530.4452,-1542230.1365,-7167530.4452,-1742230.1365,9.57787558436394
"338",3732,-7367530.4452,-942230.1365,-7167530.4452,-1142230.1365,NA
"339",3738,-7367530.4452,257769.8635,-7167530.4452,57769.8635,NA
"340",3739,-7367530.4452,457769.8635,-7167530.4452,257769.8635,NA
"341",3750,-7367530.4452,2657769.8635,-7167530.4452,2457769.8635,27.9500046128837
"342",3752,-7367530.4452,3057769.8635,-7167530.4452,2857769.8635,26.6997330772059
"343",3753,-7367530.4452,3257769.8635,-7167530.4452,3057769.8635,99.2586967004409
"344",3758,-7367530.4452,4257769.8635,-7167530.4452,4057769.8635,89.1552418546612
"345",3759,-7367530.4452,4457769.8635,-7167530.4452,4257769.8635,66.3795377237172
"346",3760,-7367530.4452,4657769.8635,-7167530.4452,4457769.8635,31.7449356409033
"347",3761,-7367530.4452,4857769.8635,-7167530.4452,4657769.8635,4.77679125033319
"348",3762,-7367530.4452,5057769.8635,-7167530.4452,4857769.8635,NA
"349",3763,-7367530.4452,5257769.8635,-7167530.4452,5057769.8635,NA
"350",3764,-7367530.4452,5457769.8635,-7167530.4452,5257769.8635,NA
"351",3782,-7167530.4452,-5742230.1365,-6967530.4452,-5942230.1365,10.8632617794243
"352",3784,-7167530.4452,-5342230.1365,-6967530.4452,-5542230.1365,5.87793849408627
"353",3786,-7167530.4452,-4942230.1365,-6967530.4452,-5142230.1365,12.3860907835849
"354",3787,-7167530.4452,-4742230.1365,-6967530.4452,-4942230.1365,15.6485582798776
"355",3788,-7167530.4452,-4542230.1365,-6967530.4452,-4742230.1365,40.3424619241115
"356",3789,-7167530.4452,-4342230.1365,-6967530.4452,-4542230.1365,39.6026018744006
"357",3791,-7167530.4452,-3942230.1365,-6967530.4452,-4142230.1365,137.773844908584
"358",3799,-7167530.4452,-2342230.1365,-6967530.4452,-2542230.1365,261.034498143196
"359",3808,-7167530.4452,-542230.1365,-6967530.4452,-742230.1365,NA
"360",3809,-7167530.4452,-342230.1365,-6967530.4452,-542230.1365,NA
"361",3814,-7167530.4452,657769.8635,-6967530.4452,457769.8635,NA
"362",3817,-7167530.4452,1257769.8635,-6967530.4452,1057769.8635,NA
"363",3818,-7167530.4452,1457769.8635,-6967530.4452,1257769.8635,18.9190126563373
"364",3834,-7167530.4452,4657769.8635,-6967530.4452,4457769.8635,150.264801738163
"365",3835,-7167530.4452,4857769.8635,-6967530.4452,4657769.8635,45.7851331416942
"366",3836,-7167530.4452,5057769.8635,-6967530.4452,4857769.8635,NA
"367",3837,-7167530.4452,5257769.8635,-6967530.4452,5057769.8635,NA
"368",3838,-7167530.4452,5457769.8635,-6967530.4452,5257769.8635,NA
"369",3865,-6967530.4452,-3942230.1365,-6767530.4452,-4142230.1365,24.3480660808765
"370",3867,-6967530.4452,-3542230.1365,-6767530.4452,-3742230.1365,34.4581320349659
"371",3872,-6967530.4452,-2542230.1365,-6767530.4452,-2742230.1365,101.821709356869
"372",3873,-6967530.4452,-2342230.1365,-6767530.4452,-2542230.1365,95.3059371216457
"373",3874,-6967530.4452,-2142230.1365,-6767530.4452,-2342230.1365,47.0674152607503
"374",3875,-6967530.4452,-1942230.1365,-6767530.4452,-2142230.1365,NA
"375",3892,-6967530.4452,1457769.8635,-6767530.4452,1257769.8635,18.4947035846893
"376",3899,-6967530.4452,2857769.8635,-6767530.4452,2657769.8635,79.4195358449816
"377",3910,-6967530.4452,5057769.8635,-6767530.4452,4857769.8635,21.2310069595133
"378",3911,-6967530.4452,5257769.8635,-6767530.4452,5057769.8635,3.96343730390072
"379",3912,-6967530.4452,5457769.8635,-6767530.4452,5257769.8635,7.04278999645099
"380",3913,-6967530.4452,5657769.8635,-6767530.4452,5457769.8635,3.42678697779775
"381",3929,-6767530.4452,-5942230.1365,-6567530.4452,-6142230.1365,53.5669359956346
"382",3947,-6767530.4452,-2342230.1365,-6567530.4452,-2542230.1365,NA
"383",3955,-6767530.4452,-742230.1365,-6567530.4452,-942230.1365,NA
"384",3956,-6767530.4452,-542230.1365,-6567530.4452,-742230.1365,NA
"385",3957,-6767530.4452,-342230.1365,-6567530.4452,-542230.1365,NA
"386",3961,-6767530.4452,457769.8635,-6567530.4452,257769.8635,NA
"387",3967,-6767530.4452,1657769.8635,-6567530.4452,1457769.8635,32.4201239731222
"388",3976,-6767530.4452,3457769.8635,-6567530.4452,3257769.8635,585.681900660197
"389",3983,-6767530.4452,4857769.8635,-6567530.4452,4657769.8635,131.913204351142
"390",3984,-6767530.4452,5057769.8635,-6567530.4452,4857769.8635,87.0447901128641
"391",3986,-6767530.4452,5457769.8635,-6567530.4452,5257769.8635,9.46265603415668
"392",3987,-6767530.4452,5657769.8635,-6567530.4452,5457769.8635,13.5145646280476
"393",4003,-6567530.4452,-5942230.1365,-6367530.4452,-6142230.1365,46.496248987467
"394",4007,-6567530.4452,-5142230.1365,-6367530.4452,-5342230.1365,43.3636647141362
"395",4027,-6567530.4452,-1142230.1365,-6367530.4452,-1342230.1365,NA
"396",4028,-6567530.4452,-942230.1365,-6367530.4452,-1142230.1365,NA
"397",4033,-6567530.4452,57769.8635,-6367530.4452,-142230.1365,NA
"398",4036,-6567530.4452,657769.8635,-6367530.4452,457769.8635,NA
"399",4037,-6567530.4452,857769.8635,-6367530.4452,657769.8635,NA
"400",4038,-6567530.4452,1057769.8635,-6367530.4452,857769.8635,NA
"401",4040,-6567530.4452,1457769.8635,-6367530.4452,1257769.8635,46.166474923181
"402",4044,-6567530.4452,2257769.8635,-6367530.4452,2057769.8635,84.6222838284675
"403",4045,-6567530.4452,2457769.8635,-6367530.4452,2257769.8635,63.5287050031809
"404",4056,-6567530.4452,4657769.8635,-6367530.4452,4457769.8635,409.346989075343
"405",4057,-6567530.4452,4857769.8635,-6367530.4452,4657769.8635,282.284035778046
"406",4058,-6567530.4452,5057769.8635,-6367530.4452,4857769.8635,143.492799748977
"407",4059,-6567530.4452,5257769.8635,-6367530.4452,5057769.8635,32.9792591765346
"408",4060,-6567530.4452,5457769.8635,-6367530.4452,5257769.8635,7.81361505102653
"409",4061,-6567530.4452,5657769.8635,-6367530.4452,5457769.8635,22.2875813129259
"410",4077,-6367530.4452,-5942230.1365,-6167530.4452,-6142230.1365,81.677364804696
"411",4081,-6367530.4452,-5142230.1365,-6167530.4452,-5342230.1365,96.3448456086861
"412",4082,-6367530.4452,-4942230.1365,-6167530.4452,-5142230.1365,43.1122686259914
"413",4083,-6367530.4452,-4742230.1365,-6167530.4452,-4942230.1365,23.19817421447
"414",4099,-6367530.4452,-1542230.1365,-6167530.4452,-1742230.1365,NA
"415",4100,-6367530.4452,-1342230.1365,-6167530.4452,-1542230.1365,NA
"416",4101,-6367530.4452,-1142230.1365,-6167530.4452,-1342230.1365,NA
"417",4102,-6367530.4452,-942230.1365,-6167530.4452,-1142230.1365,NA
"418",4105,-6367530.4452,-342230.1365,-6167530.4452,-542230.1365,NA
"419",4107,-6367530.4452,57769.8635,-6167530.4452,-142230.1365,NA
"420",4114,-6367530.4452,1457769.8635,-6167530.4452,1257769.8635,30.383673264726
"421",4116,-6367530.4452,1857769.8635,-6167530.4452,1657769.8635,210.456448662699
"422",4117,-6367530.4452,2057769.8635,-6167530.4452,1857769.8635,220.821328784029
"423",4118,-6367530.4452,2257769.8635,-6167530.4452,2057769.8635,74.2395007830558
"424",4119,-6367530.4452,2457769.8635,-6167530.4452,2257769.8635,60.8201986577313
"425",4130,-6367530.4452,4657769.8635,-6167530.4452,4457769.8635,493.23698911402
"426",4132,-6367530.4452,5057769.8635,-6167530.4452,4857769.8635,109.986361236565
"427",4133,-6367530.4452,5257769.8635,-6167530.4452,5057769.8635,17.0289104929213
"428",4134,-6367530.4452,5457769.8635,-6167530.4452,5257769.8635,20.7391972001642
"429",4135,-6367530.4452,5657769.8635,-6167530.4452,5457769.8635,23.6309520132981
"430",4152,-6167530.4452,-5742230.1365,-5967530.4452,-5942230.1365,162.109673892298
"431",4154,-6167530.4452,-5342230.1365,-5967530.4452,-5542230.1365,272.580506478037
"432",4155,-6167530.4452,-5142230.1365,-5967530.4452,-5342230.1365,258.055339936857
"433",4156,-6167530.4452,-4942230.1365,-5967530.4452,-5142230.1365,122.422528457297
"434",4158,-6167530.4452,-4542230.1365,-5967530.4452,-4742230.1365,9.88477915525436
"435",4159,-6167530.4452,-4342230.1365,-5967530.4452,-4542230.1365,NA
"436",4170,-6167530.4452,-2142230.1365,-5967530.4452,-2342230.1365,NA
"437",4176,-6167530.4452,-942230.1365,-5967530.4452,-1142230.1365,NA
"438",4181,-6167530.4452,57769.8635,-5967530.4452,-142230.1365,NA
"439",4188,-6167530.4452,1457769.8635,-5967530.4452,1257769.8635,34.879415905121
"440",4193,-6167530.4452,2457769.8635,-5967530.4452,2257769.8635,86.0693498006769
"441",4206,-6167530.4452,5057769.8635,-5967530.4452,4857769.8635,196.096871843338
"442",4207,-6167530.4452,5257769.8635,-5967530.4452,5057769.8635,47.6566403372848
"443",4208,-6167530.4452,5457769.8635,-5967530.4452,5257769.8635,47.7570666191529
"444",4209,-6167530.4452,5657769.8635,-5967530.4452,5457769.8635,37.314941769433
"445",4223,-5967530.4452,-6342230.1365,-5767530.4452,-6542230.1365,251.609406905297
"446",4228,-5967530.4452,-5342230.1365,-5767530.4452,-5542230.1365,314.361526574407
"447",4229,-5967530.4452,-5142230.1365,-5767530.4452,-5342230.1365,404.164234196698
"448",4230,-5967530.4452,-4942230.1365,-5767530.4452,-5142230.1365,283.242693094107
"449",4231,-5967530.4452,-4742230.1365,-5767530.4452,-4942230.1365,159.518863844872
"450",4232,-5967530.4452,-4542230.1365,-5767530.4452,-4742230.1365,61.8911124676323
"451",4233,-5967530.4452,-4342230.1365,-5767530.4452,-4542230.1365,NA
"452",4234,-5967530.4452,-4142230.1365,-5767530.4452,-4342230.1365,NA
"453",4235,-5967530.4452,-3942230.1365,-5767530.4452,-4142230.1365,NA
"454",4236,-5967530.4452,-3742230.1365,-5767530.4452,-3942230.1365,NA
"455",4246,-5967530.4452,-1742230.1365,-5767530.4452,-1942230.1365,NA
"456",4251,-5967530.4452,-742230.1365,-5767530.4452,-942230.1365,NA
"457",4253,-5967530.4452,-342230.1365,-5767530.4452,-542230.1365,NA
"458",4254,-5967530.4452,-142230.1365,-5767530.4452,-342230.1365,NA
"459",4257,-5967530.4452,457769.8635,-5767530.4452,257769.8635,NA
"460",4262,-5967530.4452,1457769.8635,-5767530.4452,1257769.8635,43.7636599951022
"461",4265,-5967530.4452,2057769.8635,-5767530.4452,1857769.8635,56.9346102725329
"462",4279,-5967530.4452,4857769.8635,-5767530.4452,4657769.8635,457.08439250946
"463",4280,-5967530.4452,5057769.8635,-5767530.4452,4857769.8635,258.931449699402
"464",4281,-5967530.4452,5257769.8635,-5767530.4452,5057769.8635,78.136261418584
"465",4282,-5967530.4452,5457769.8635,-5767530.4452,5257769.8635,45.7177381414545
"466",4297,-5767530.4452,-6342230.1365,-5567530.4452,-6542230.1365,202.306048047848
"467",4303,-5767530.4452,-5142230.1365,-5567530.4452,-5342230.1365,522.881019239072
"468",4304,-5767530.4452,-4942230.1365,-5567530.4452,-5142230.1365,440.243815312019
"469",4305,-5767530.4452,-4742230.1365,-5567530.4452,-4942230.1365,268.187927570343
"470",4306,-5767530.4452,-4542230.1365,-5567530.4452,-4742230.1365,85.7473787705507
"471",4307,-5767530.4452,-4342230.1365,-5567530.4452,-4542230.1365,7.28202015161514
"472",4308,-5767530.4452,-4142230.1365,-5567530.4452,-4342230.1365,13.2952585816383
"473",4309,-5767530.4452,-3942230.1365,-5567530.4452,-4142230.1365,8.68837403525647
"474",4312,-5767530.4452,-3342230.1365,-5567530.4452,-3542230.1365,NA
"475",4313,-5767530.4452,-3142230.1365,-5567530.4452,-3342230.1365,NA
"476",4314,-5767530.4452,-2942230.1365,-5567530.4452,-3142230.1365,NA
"477",4319,-5767530.4452,-1942230.1365,-5567530.4452,-2142230.1365,NA
"478",4320,-5767530.4452,-1742230.1365,-5567530.4452,-1942230.1365,NA
"479",4331,-5767530.4452,457769.8635,-5567530.4452,257769.8635,NA
"480",4332,-5767530.4452,657769.8635,-5567530.4452,457769.8635,NA
"481",4333,-5767530.4452,857769.8635,-5567530.4452,657769.8635,6.61874023498967
"482",4338,-5767530.4452,1857769.8635,-5567530.4452,1657769.8635,113.955347986614
"483",4354,-5767530.4452,5057769.8635,-5567530.4452,4857769.8635,344.212757606506
"484",4355,-5767530.4452,5257769.8635,-5567530.4452,5057769.8635,170.714884925772
"485",4357,-5767530.4452,5657769.8635,-5567530.4452,5457769.8635,44.0886784600302
"486",4371,-5567530.4452,-6342230.1365,-5367530.4452,-6542230.1365,193.864179666226
"487",4380,-5567530.4452,-4542230.1365,-5367530.4452,-4742230.1365,159.802240384122
"488",4381,-5567530.4452,-4342230.1365,-5367530.4452,-4542230.1365,61.6296322750194
"489",4391,-5567530.4452,-2342230.1365,-5367530.4452,-2542230.1365,NA
"490",4393,-5567530.4452,-1942230.1365,-5367530.4452,-2142230.1365,NA
"491",4394,-5567530.4452,-1742230.1365,-5367530.4452,-1942230.1365,NA
"492",4398,-5567530.4452,-942230.1365,-5367530.4452,-1142230.1365,NA
"493",4400,-5567530.4452,-542230.1365,-5367530.4452,-742230.1365,NA
"494",4402,-5567530.4452,-142230.1365,-5367530.4452,-342230.1365,NA
"495",4432,-5567530.4452,5857769.8635,-5367530.4452,5657769.8635,14.654030554344
"496",4433,-5567530.4452,6057769.8635,-5367530.4452,5857769.8635,66.7037827214657
"497",4436,-5567530.4452,6657769.8635,-5367530.4452,6457769.8635,411.033645425524
"498",4455,-5367530.4452,-4342230.1365,-5167530.4452,-4542230.1365,204.34642970562
"499",4456,-5367530.4452,-4142230.1365,-5167530.4452,-4342230.1365,76.0304496457672
"500",4460,-5367530.4452,-3342230.1365,-5167530.4452,-3542230.1365,NA
"501",4461,-5367530.4452,-3142230.1365,-5167530.4452,-3342230.1365,NA
"502",4462,-5367530.4452,-2942230.1365,-5167530.4452,-3142230.1365,NA
"503",4463,-5367530.4452,-2742230.1365,-5167530.4452,-2942230.1365,NA
"504",4464,-5367530.4452,-2542230.1365,-5167530.4452,-2742230.1365,NA
"505",4466,-5367530.4452,-2142230.1365,-5167530.4452,-2342230.1365,NA
"506",4476,-5367530.4452,-142230.1365,-5167530.4452,-342230.1365,NA
"507",4479,-5367530.4452,457769.8635,-5167530.4452,257769.8635,NA
"508",4480,-5367530.4452,657769.8635,-5167530.4452,457769.8635,NA
"509",4503,-5367530.4452,5257769.8635,-5167530.4452,5057769.8635,204.312397312235
"510",4505,-5367530.4452,5657769.8635,-5167530.4452,5457769.8635,35.5666010519546
"511",4506,-5367530.4452,5857769.8635,-5167530.4452,5657769.8635,85.6142732808265
"512",4507,-5367530.4452,6057769.8635,-5167530.4452,5857769.8635,161.992357180454
"513",4510,-5367530.4452,6657769.8635,-5167530.4452,6457769.8635,249.798519923573
"514",4511,-5367530.4452,6857769.8635,-5167530.4452,6657769.8635,92.8571696603877
"515",4530,-5167530.4452,-4142230.1365,-4967530.4452,-4342230.1365,165.668577220129
"516",4532,-5167530.4452,-3742230.1365,-4967530.4452,-3942230.1365,18.11193740321
"517",4533,-5167530.4452,-3542230.1365,-4967530.4452,-3742230.1365,NA
"518",4534,-5167530.4452,-3342230.1365,-4967530.4452,-3542230.1365,NA
"519",4535,-5167530.4452,-3142230.1365,-4967530.4452,-3342230.1365,NA
"520",4536,-5167530.4452,-2942230.1365,-4967530.4452,-3142230.1365,NA
"521",4537,-5167530.4452,-2742230.1365,-4967530.4452,-2942230.1365,NA
"522",4539,-5167530.4452,-2342230.1365,-4967530.4452,-2542230.1365,NA
"523",4540,-5167530.4452,-2142230.1365,-4967530.4452,-2342230.1365,NA
"524",4541,-5167530.4452,-1942230.1365,-4967530.4452,-2142230.1365,NA
"525",4542,-5167530.4452,-1742230.1365,-4967530.4452,-1942230.1365,NA
"526",4543,-5167530.4452,-1542230.1365,-4967530.4452,-1742230.1365,NA
"527",4544,-5167530.4452,-1342230.1365,-4967530.4452,-1542230.1365,NA
"528",4551,-5167530.4452,57769.8635,-4967530.4452,-142230.1365,4.74354587495327
"529",4553,-5167530.4452,457769.8635,-4967530.4452,257769.8635,NA
"530",4554,-5167530.4452,657769.8635,-4967530.4452,457769.8635,24.8006222267
"531",4576,-5167530.4452,5057769.8635,-4967530.4452,4857769.8635,410.871481437683
"532",4577,-5167530.4452,5257769.8635,-4967530.4452,5057769.8635,204.541497566082
"533",4578,-5167530.4452,5457769.8635,-4967530.4452,5257769.8635,63.913015642423
"534",4579,-5167530.4452,5657769.8635,-4967530.4452,5457769.8635,97.1190522750375
"535",4584,-5167530.4452,6657769.8635,-4967530.4452,6457769.8635,111.893031029483
"536",4607,-4967530.4452,-3542230.1365,-4767530.4452,-3742230.1365,28.1188409036351
"537",4608,-4967530.4452,-3342230.1365,-4767530.4452,-3542230.1365,NA
"538",4609,-4967530.4452,-3142230.1365,-4767530.4452,-3342230.1365,NA
"539",4610,-4967530.4452,-2942230.1365,-4767530.4452,-3142230.1365,NA
"540",4611,-4967530.4452,-2742230.1365,-4767530.4452,-2942230.1365,NA
"541",4612,-4967530.4452,-2542230.1365,-4767530.4452,-2742230.1365,NA
"542",4613,-4967530.4452,-2342230.1365,-4767530.4452,-2542230.1365,NA
"543",4614,-4967530.4452,-2142230.1365,-4767530.4452,-2342230.1365,NA
"544",4615,-4967530.4452,-1942230.1365,-4767530.4452,-2142230.1365,NA
"545",4625,-4967530.4452,57769.8635,-4767530.4452,-142230.1365,7.00958363837406
"546",4650,-4967530.4452,5057769.8635,-4767530.4452,4857769.8635,486.256941070557
"547",4652,-4967530.4452,5457769.8635,-4767530.4452,5257769.8635,230.229392510873
"548",4653,-4967530.4452,5657769.8635,-4767530.4452,5457769.8635,266.932580372383
"549",4654,-4967530.4452,5857769.8635,-4767530.4452,5657769.8635,403.508598899841
"550",4660,-4967530.4452,7057769.8635,-4767530.4452,6857769.8635,9.03707551765102
"551",4683,-4767530.4452,-3142230.1365,-4567530.4452,-3342230.1365,55.134943069039
"552",4684,-4767530.4452,-2942230.1365,-4567530.4452,-3142230.1365,22.3098622652917
"553",4685,-4767530.4452,-2742230.1365,-4567530.4452,-2942230.1365,NA
"554",4686,-4767530.4452,-2542230.1365,-4567530.4452,-2742230.1365,NA
"555",4687,-4767530.4452,-2342230.1365,-4567530.4452,-2542230.1365,NA
"556",4688,-4767530.4452,-2142230.1365,-4567530.4452,-2342230.1365,NA
"557",4689,-4767530.4452,-1942230.1365,-4567530.4452,-2142230.1365,NA
"558",4690,-4767530.4452,-1742230.1365,-4567530.4452,-1942230.1365,NA
"559",4693,-4767530.4452,-1142230.1365,-4567530.4452,-1342230.1365,NA
"560",4695,-4767530.4452,-742230.1365,-4567530.4452,-942230.1365,NA
"561",4726,-4767530.4452,5457769.8635,-4567530.4452,5257769.8635,431.269800044872
"562",4731,-4767530.4452,6457769.8635,-4567530.4452,6257769.8635,104.323828437693
"563",4741,-4567530.4452,-6342230.1365,-4367530.4452,-6542230.1365,1039.33026661017
"564",4742,-4567530.4452,-6142230.1365,-4367530.4452,-6342230.1365,944.503801716698
"565",4758,-4567530.4452,-2942230.1365,-4367530.4452,-3142230.1365,61.8001204057247
"566",4759,-4567530.4452,-2742230.1365,-4367530.4452,-2942230.1365,5.27191969255606
"567",4760,-4567530.4452,-2542230.1365,-4367530.4452,-2742230.1365,NA
"568",4761,-4567530.4452,-2342230.1365,-4367530.4452,-2542230.1365,NA
"569",4762,-4567530.4452,-2142230.1365,-4367530.4452,-2342230.1365,NA
"570",4763,-4567530.4452,-1942230.1365,-4367530.4452,-2142230.1365,NA
"571",4764,-4567530.4452,-1742230.1365,-4367530.4452,-1942230.1365,NA
"572",4765,-4567530.4452,-1542230.1365,-4367530.4452,-1742230.1365,NA
"573",4767,-4567530.4452,-1142230.1365,-4367530.4452,-1342230.1365,NA
"574",4772,-4567530.4452,-142230.1365,-4367530.4452,-342230.1365,11.6723766158286
"575",4800,-4567530.4452,5457769.8635,-4367530.4452,5257769.8635,636.179733841508
"576",4815,-4367530.4452,-6342230.1365,-4167530.4452,-6542230.1365,977.43547077668
"577",4833,-4367530.4452,-2742230.1365,-4167530.4452,-2942230.1365,26.2563468414848
"578",4834,-4367530.4452,-2542230.1365,-4167530.4452,-2742230.1365,NA
"579",4835,-4367530.4452,-2342230.1365,-4167530.4452,-2542230.1365,NA
"580",4836,-4367530.4452,-2142230.1365,-4167530.4452,-2342230.1365,NA
"581",4837,-4367530.4452,-1942230.1365,-4167530.4452,-2142230.1365,NA
"582",4838,-4367530.4452,-1742230.1365,-4167530.4452,-1942230.1365,NA
"583",4839,-4367530.4452,-1542230.1365,-4167530.4452,-1742230.1365,NA
"584",4843,-4367530.4452,-742230.1365,-4167530.4452,-942230.1365,NA
"585",4844,-4367530.4452,-542230.1365,-4167530.4452,-742230.1365,NA
"586",4845,-4367530.4452,-342230.1365,-4167530.4452,-542230.1365,6.4871609210968
"587",4892,-4167530.4452,-5742230.1365,-3967530.4452,-5942230.1365,446.396081278401
"588",4907,-4167530.4452,-2742230.1365,-3967530.4452,-2942230.1365,42.0957566727316
"589",4908,-4167530.4452,-2542230.1365,-3967530.4452,-2742230.1365,NA
"590",4909,-4167530.4452,-2342230.1365,-3967530.4452,-2542230.1365,NA
"591",4911,-4167530.4452,-1942230.1365,-3967530.4452,-2142230.1365,NA
"592",4913,-4167530.4452,-1542230.1365,-3967530.4452,-1742230.1365,NA
"593",4953,-4167530.4452,6457769.8635,-3967530.4452,6257769.8635,100.773588311362
"594",4982,-3967530.4452,-2542230.1365,-3767530.4452,-2742230.1365,77.516436575952
"595",4983,-3967530.4452,-2342230.1365,-3767530.4452,-2542230.1365,41.5970597471489
"596",4984,-3967530.4452,-2142230.1365,-3767530.4452,-2342230.1365,24.4088711128348
"597",4986,-3967530.4452,-1742230.1365,-3767530.4452,-1942230.1365,NA
"598",4991,-3967530.4452,-742230.1365,-3767530.4452,-942230.1365,NA
"599",4993,-3967530.4452,-342230.1365,-3767530.4452,-542230.1365,22.7592572904705
"600",5028,-3967530.4452,6657769.8635,-3767530.4452,6457769.8635,92.3450224983065
"601",5040,-3767530.4452,-5742230.1365,-3567530.4452,-5942230.1365,133.740130791904
"602",5060,-3767530.4452,-1742230.1365,-3567530.4452,-1942230.1365,99.4949826314949
"603",5061,-3767530.4452,-1542230.1365,-3567530.4452,-1742230.1365,56.1228485869228
"604",5063,-3767530.4452,-1142230.1365,-3567530.4452,-1342230.1365,NA
"605",5064,-3767530.4452,-942230.1365,-3567530.4452,-1142230.1365,NA
"606",5065,-3767530.4452,-742230.1365,-3567530.4452,-942230.1365,NA
"607",5066,-3767530.4452,-542230.1365,-3567530.4452,-742230.1365,25.0964605050986
"608",5113,-3567530.4452,-5942230.1365,-3367530.4452,-6142230.1365,92.3465721269927
"609",5137,-3567530.4452,-1142230.1365,-3367530.4452,-1342230.1365,41.6173531514842
"610",5138,-3567530.4452,-942230.1365,-3367530.4452,-1142230.1365,12.9732651206163
"611",5139,-3567530.4452,-742230.1365,-3367530.4452,-942230.1365,13.5305812954903
"612",5140,-3567530.4452,-542230.1365,-3367530.4452,-742230.1365,46.5075185828625
"613",5172,-3567530.4452,5857769.8635,-3367530.4452,5657769.8635,1093.67097244263
"614",5173,-3567530.4452,6057769.8635,-3367530.4452,5857769.8635,919.831850111485
"615",5176,-3567530.4452,6657769.8635,-3367530.4452,6457769.8635,236.704028104033
"616",5215,-3367530.4452,-342230.1365,-3167530.4452,-542230.1365,150.504962369015
"617",5246,-3367530.4452,5857769.8635,-3167530.4452,5657769.8635,1195.23742370605
"618",5250,-3367530.4452,6657769.8635,-3167530.4452,6457769.8635,307.465075470152
"619",5289,-3167530.4452,-342230.1365,-2967530.4452,-542230.1365,92.3773808808703
"620",5296,-3167530.4452,1057769.8635,-2967530.4452,857769.8635,1035.74163818359
"621",5320,-3167530.4452,5857769.8635,-2967530.4452,5657769.8635,1228.13454869588
"622",5325,-3167530.4452,6857769.8635,-2967530.4452,6657769.8635,124.919586750627
"623",5360,-2967530.4452,-942230.1365,-2767530.4452,-1142230.1365,495.932519109626
"624",5366,-2967530.4452,257769.8635,-2767530.4452,57769.8635,575.280274073283
"625",5389,-2967530.4452,4857769.8635,-2767530.4452,4657769.8635,168.795195093155
"626",5390,-2967530.4452,5057769.8635,-2767530.4452,4857769.8635,347.136410675049
"627",5392,-2967530.4452,5457769.8635,-2767530.4452,5257769.8635,768.638851660269
"628",5393,-2967530.4452,5657769.8635,-2767530.4452,5457769.8635,996.69315153977
"629",5394,-2967530.4452,5857769.8635,-2767530.4452,5657769.8635,1231.99717636108
"630",5399,-2967530.4452,6857769.8635,-2767530.4452,6657769.8635,149.088103872088
"631",5404,-2767530.4452,-6942230.1365,-2567530.4452,-7142230.1365,187.120797386848
"632",5408,-2767530.4452,-6142230.1365,-2567530.4452,-6342230.1365,130.331495008923
"633",5431,-2767530.4452,-1542230.1365,-2567530.4452,-1742230.1365,856.732970689472
"634",5463,-2767530.4452,4857769.8635,-2567530.4452,4657769.8635,165.809623670578
"635",5464,-2767530.4452,5057769.8635,-2567530.4452,4857769.8635,367.836032829285
"636",5471,-2767530.4452,6457769.8635,-2567530.4452,6257769.8635,597.538668864482
"637",5473,-2767530.4452,6857769.8635,-2567530.4452,6657769.8635,159.930901488417
"638",5498,-2567530.4452,-2942230.1365,-2367530.4452,-3142230.1365,1507.91550712585
"639",5536,-2567530.4452,4657769.8635,-2367530.4452,4457769.8635,79.5348718870285
"640",5545,-2567530.4452,6457769.8635,-2367530.4452,6257769.8635,473.481106912768
"641",5548,-2567530.4452,7057769.8635,-2367530.4452,6857769.8635,11.7007509783834
"642",5572,-2367530.4452,-2942230.1365,-2167530.4452,-3142230.1365,1646.74744663239
"643",5622,-2367530.4452,7057769.8635,-2167530.4452,6857769.8635,15.9891424252152
"644",5696,-2167530.4452,7057769.8635,-1967530.4452,6857769.8635,58.4055633896305
"645",5697,-2167530.4452,7257769.8635,-1967530.4452,7057769.8635,8.01011675834251
"646",5809,-1767530.4452,57769.8635,-1567530.4452,-142230.1365,815.203872781051
"647",5812,-1767530.4452,657769.8635,-1567530.4452,457769.8635,537.261050174111
"648",5829,-1767530.4452,4057769.8635,-1567530.4452,3857769.8635,61.4820514046944
"649",5844,-1767530.4452,7057769.8635,-1567530.4452,6857769.8635,280.91401001215
"650",5845,-1767530.4452,7257769.8635,-1567530.4452,7057769.8635,61.7541272601352
"651",5857,-1567530.4452,-5142230.1365,-1367530.4452,-5342230.1365,750.416127805357
"652",5900,-1567530.4452,3457769.8635,-1367530.4452,3257769.8635,58.6003632798791
"653",5912,-1567530.4452,5857769.8635,-1367530.4452,5657769.8635,479.358302211761
"654",5947,-1367530.4452,-1942230.1365,-1167530.4452,-2142230.1365,735.008200073242
"655",5954,-1367530.4452,-542230.1365,-1167530.4452,-742230.1365,325.674621431451
"656",5955,-1367530.4452,-342230.1365,-1167530.4452,-542230.1365,473.301186109844
"657",5986,-1367530.4452,5857769.8635,-1167530.4452,5657769.8635,276.493411016464
"658",5993,-1367530.4452,7257769.8635,-1167530.4452,7057769.8635,292.959604483999
"659",6056,-1167530.4452,5057769.8635,-967530.4452,4857769.8635,193.71033200264
"660",6059,-1167530.4452,5657769.8635,-967530.4452,5457769.8635,250.820942475878
"661",6110,-967530.4452,1057769.8635,-767530.4452,857769.8635,NA
