"","cell","x","y","GD_mean","GD_median","nb_species","nb_indv_mean","nb_indv_median","nb_indv_sd","ISO3","Cell","cloMeanVal","cloMinVal","cloMaxVal","bathyVal","AP","HDI_2015","fshD","O2","SST","VEL","is_marine","SlopeAbsMin","SlopeAvgMin","SlopeAbsMax","SlopeAvgMax","SlopeRange","SlopeAvg","FlowAcc"
"115",3462,-8067530.4452,4157769.8635,0.0116319227582455,0.00345092024539877,16,4.125,4,2.21735578260835,"USA","Land",NA,NA,NA,482.650567181005,TRUE,"0.920",0.05036092,4.65658866997921,15.3723580891052,37.8326541361885,0,0,26.4769171084961,1629,680.606233027286,654.251002198371,233.048364153627,821.696107590844
"116",3463,-8067530.4452,4357769.8635,0.00716622845457201,0.00408997955010225,15,3.86666666666667,4,1.68466472572297,"USA","Land",NA,NA,NA,465.568333419515,TRUE,"0.920",0.05036092,NA,13.6260130237591,43.3108744172284,0,0,22.6322130627774,1937,894.452885225111,871.848826886493,277.690424857324,3080.17133798351
"117",3464,-8067530.4452,4557769.8635,0.0157029444639797,0.0138036809815951,9,3.11111111111111,3,1.26929551764398,"USA","Land",NA,NA,NA,271.836685654753,TRUE,"0.920",0.05036092,NA,11.7769536717834,50.9639344173473,0,0,9.12368207623682,1502,310.506758583401,301.481481481481,85.2992700729927,11993.732495269
"118",3465,-8067530.4452,4757769.8635,0.0132711315610089,0.0150391956373551,4,4,2.5,3.36650164612069,"USA","Land",NA,NA,NA,272.733290887126,TRUE,"0.920",0.05036092,NA,10.0519890429606,58.7033225195251,0,0,3.13768201728424,259,83.2551201610039,80.1394577956671,24.4688054930745,7556.21605303658
"119",3466,-8067530.4452,4957769.8635,0.00824130879345603,0,5,3.6,2,2.19089023002066,"USA","Land",NA,NA,NA,231.040350377889,TRUE,"0.920",0.05036092,NA,8.30473979082056,65.9665489656212,0,0,1.39256771555815,1173,152.703219683142,151.314448419362,23.5575673505147,60391.0314667445
"120",3467,-8067530.4452,5157769.8635,0.00460122699386503,0.00460122699386503,1,2,2,NA,"USA","Land",NA,NA,NA,192.374318567044,TRUE,"0.920",0.05036092,NA,6.05973790368214,72.6245206476568,0,0,0.612511160392846,522,241.494715013968,240.880879006941,36.7147259583537,15835.3451513493
"121",3530,-7867530.4452,2957769.8635,0.00308641975308642,0.00308641975308642,1,2,2,NA,"CUB","Sea",0.604764355335495,0.385718813258232,0.929930690904655,-760.467469879518,TRUE,"0.775",0.28860802,4.0280748921324,24.5225142945873,9.90871984549931,0,0,11.0239520958084,600,242.931137724551,231.940119760479,78.0209580838323,207.535928143713
"122",3531,-7867530.4452,3157769.8635,0.00799225825299445,0,4,2.5,2.5,0.577350269189626,"USA","Sea",3.35162028195201,2.14112173603929,5.36003187281498,-7.82396895273401,TRUE,"0.920",0.05036092,4.06707634710152,23.7645587144543,12.2183257745007,0,0,0.339503386004515,40,15.92460496614,15.5769751693002,4.74537246049661,378.235665914221
"123",3532,-7867530.4452,3357769.8635,0.00311526479750779,0.00311526479750779,1,2,2,NA,"USA","Land",8.47282266136139,3.72343546777002,16.5156935895643,16.1836921144293,TRUE,"0.920",0.05036092,4.09264397673838,22.0113143003417,21.37694154494,0,0,0.560136587833565,158,44.588592386493,43.9893765018338,9.79208296446187,1258.75325660807
"124",3533,-7867530.4452,3557769.8635,0.0265721464639122,0.00789889415481832,4,2,2,0,"USA","Land",2.35339533450992,1.16094573073147,4.13234107531318,15.327374614738,TRUE,"0.920",0.05036092,4.13702327328887,20.3663534939465,27.3865400587555,0,0,1.38192419825073,155,60.4564139941691,58.9472303206997,17.0042274052478,1667.97565597668
"125",3534,-7867530.4452,3757769.8635,0.00306748466257669,0.00306748466257669,2,3,3,1.4142135623731,"USA","Land",3.69653718813884,2.47481403573732,5.40179338041416,7.77981651376147,TRUE,"0.920",0.05036092,4.20522093472705,18.6098793779765,31.074494709234,0,0,0.940655659248624,307,55.7068676716918,54.6575735821967,14.5135199808567,4107.20076573343
"126",3535,-7867530.4452,3957769.8635,0.0279037287175468,0.0279037287175468,1,4,4,NA,"USA","Land",8.19676915193215,6.23869234476334,11.4853075956687,55.1929331676482,TRUE,"0.920",0.05036092,4.23141662243247,16.750339914505,31.5149305307059,0,0,3.22007423445716,1559,142.178626662543,138.958243117847,31.6591401175379,2775.73523043613
"127",3536,-7867530.4452,4157769.8635,0.00908285860356412,0,8,4,4,1.69030850945703,"USA","Land",NA,NA,NA,203.364827731981,TRUE,"0.920",0.05036092,4.30597111088854,15.1228141696709,34.6400052101407,0,0,8.60280674649157,1595,441.382387022016,432.724990343762,86.710441611948,1906.32470709412
"128",3537,-7867530.4452,4357769.8635,0.00673528949097336,0.00306748466257669,17,3.23529411764706,3,1.20049009599756,"USA","Land",NA,NA,NA,650.893875932916,TRUE,"0.920",0.05036092,4.77233652031291,13.6627695329086,38.6119016902852,0,1,29.5485560779046,1937,877.000537273338,847.577300201478,297.790597716588,788.627266621894
"129",3538,-7867530.4452,4557769.8635,0,0,1,2,2,NA,"USA","Land",NA,NA,NA,383.812673287291,TRUE,"0.920",0.05036092,5.72385989189148,11.8431106942768,44.9453278538084,0,0,17.206514393837,1502,528.065954858765,511.032571969185,167.005270982565,8458.88471415056
"130",3539,-7867530.4452,4757769.8635,0.0140781064482784,0.0197394318192728,3,3.33333333333333,3,0.577350269189626,"USA","Land",NA,NA,NA,310.983805139256,TRUE,"0.920",0.05036092,5.82178729375203,10.0010705981664,52.219838500283,0,0,7.08335254784413,1291,214.289370532626,207.331911459534,66.8519714088079,19316.3037814157
"131",3540,-7867530.4452,4957769.8635,0.0133126519078994,0.00495240335299921,26,4.69230769230769,4,3.35582157772705,"CAN","Land",NA,NA,NA,207.176343167947,TRUE,"0.920",0.072074993,NA,8.09942496482881,57.9349881865761,0,0,0.42921254188607,1173,217.656653901388,217.230852082336,25.5989408808042,93425.7993956438
"132",3541,-7867530.4452,5157769.8635,0.00536658776187961,0.00352574262964551,8,4.5,5,1.4142135623731,"CAN","Land",NA,NA,NA,165.850107654954,TRUE,"0.920",0.072074993,NA,5.88294160606414,67.8713660365474,0,0,0.318952399322746,773,246.287211470456,245.960264900662,35.3824556891489,17046.7733341906
"133",3542,-7867530.4452,5357769.8635,0.0153374233128834,0,3,2.66666666666667,3,0.577350269189626,"CAN","Land",NA,NA,NA,347.682760238032,TRUE,"0.920",0.072074993,8,3.42631540854477,79.5879609061883,0,0,4.74372671680607,710,254.725240739439,249.888451535812,62.1258873972025,5960.90096295776
"134",3587,-7667530.4452,-442230.1365,0,0,1,9,9,NA,"ECU","Land",5.21504614903377,3.13746155041915,10.7308461372669,1436.91096859986,TRUE,"0.739",0.146381526,4.0152629114326,21.7559383252239,3.52323277713577,0,0,118.252342286071,2822,1705.99833437435,1588.2302727462,773.039350405996,723.107016448053
"135",3603,-7667530.4452,2757769.8635,0.00925925925925926,0.00925925925925926,1,2,2,NA,"CUB","Land",3.93615787910667,2.50861132567228,6.33893524354648,-203.035058795487,TRUE,"0.775",0.28860802,4,25.1882610341165,7.2327743840102,0,0,13.6964725184578,1552,320.873940388296,307.142466502598,96.6666666666667,334.102543068089
"136",3605,-7667530.4452,3157769.8635,0,0,1,2,2,NA,"BHS","Sea",0.814458518716055,0.553893012625031,1.21886899735469,-326.581013492556,TRUE,"0.792",0.427934106,4.0371628167505,24.113667736006,11.6338564329641,0,0,0.138095238095238,38,17.7190476190476,17.568253968254,4.23492063492063,1013.60952380952
"137",3610,-7667530.4452,4157769.8635,0.0132064141266595,0.00153374233128834,7,3.14285714285714,2,1.67616341969505,"USA","Land",4.36492855208261,2.68142856870379,6.63928576878139,66.8155241935484,TRUE,"0.920",0.05036092,4.35605039552428,14.9063849216141,33.6244823432451,0,0,3.50028563267638,1500,162.19794344473,158.905884033133,35.3923164810054,2380.88960297058
"138",3611,-7667530.4452,4357769.8635,0.00240882622628489,0.000690184049079755,10,3.3,3,1.41813649241218,"USA","Land",NA,NA,NA,253.548906271632,TRUE,"0.920",0.05036092,4.79495818433813,13.4987637152858,36.4065511768133,0,0,10.7398979992154,1714,418.544658035831,407.875637504904,114.193016869361,1179.57473519027
"139",3612,-7667530.4452,4557769.8635,0.00266579024247736,0.00102249488752556,7,3,3,0.816496580927726,"USA","Land",NA,NA,NA,603.558746119584,TRUE,"0.920",0.05036092,5.51664742909032,11.8853860877857,40.8802817500442,0,1,34.4060842869104,1714,933.851800167457,899.777421155456,336.996371755512,825.04200390734
"140",3613,-7667530.4452,4757769.8635,0.00653278209357147,0.00102249488752556,3,2.33333333333333,2,0.577350269189626,"USA","Land",NA,NA,NA,452.926730920535,TRUE,"0.920",0.05036092,5.90571387552879,10.0023918340206,47.2593263941432,0,0,15.0674650698603,1546,465.44630738523,450.478243512974,148.503925482369,2846.58057218896
"141",3614,-7667530.4452,4957769.8635,0.00859053678813879,0.00306748466257669,21,7.33333333333333,3,9.69707859787335,"USA","Land",NA,NA,NA,278.668053086106,TRUE,"0.920",0.05036092,5.99936709933811,7.9347332332649,52.010790379588,0,0,2.69060797002725,1173,269.952997275204,266.981181880109,45.6133344686649,98181.2460831063
"142",3615,-7667530.4452,5157769.8635,0.00750388385655807,0.00205761316872428,11,8.45454545454546,4,11.7589424385328,"CAN","Land",NA,NA,NA,278.079755918067,TRUE,"0.920",0.072074993,NA,5.55456711706774,62.0348195987866,0,0,3.24064639824706,850,230.357162421254,226.918433305944,51.4332511640646,21781.1370035607
"143",3616,-7667530.4452,5357769.8635,0.00509969325153374,0.00623721881390593,4,3.75,3.5,0.957427107756338,"CAN","Land",NA,NA,NA,297.518071579939,TRUE,"0.920",0.072074993,7.55770517587662,3.20258019079434,75.1664616535561,0,0,6.52040894765163,824,289.473133984165,282.673764317011,77.0267507110462,4325.2818049043
"144",3663,-7467530.4452,-42230.1365,0.00154320987654321,0.00154320987654321,1,2,2,NA,"ECU","Land",NA,NA,NA,1368.3680466547,FALSE,"0.739",0.146381526,4,22.8157388837514,4.64140695014195,0,0,58.757048092869,2855,1270.34792703151,1212.35422885572,473.177611940299,1157.50348258706
"145",3685,-7467530.4452,4357769.8635,0.0082651670074983,0.0115030674846626,3,3.33333333333333,3,0.577350269189626,"USA","Land",26.3629556020101,18.7670667436388,37.260866716173,47.9834531258079,TRUE,"0.920",0.05036092,4.7015458011249,13.4127285561202,35.3395486936416,0,0,2.99463663180477,1714,155.216545990882,152.173370876911,33.9066773934031,2726.78399034594
"146",3686,-7467530.4452,4557769.8635,0.00360050746042566,0.00231481481481481,6,3,2,1.67332005306815,"USA","Land",33.2983187581157,22.1587693874653,46.4435279971951,104.686814202416,TRUE,"0.920",0.05036092,5.2508324799888,11.6668151892818,37.2919947425264,0,0,9.61814439053081,1714,454.588295838847,445.009704455227,111.829289810322,2436.30024996324
"147",3689,-7467530.4452,5157769.8635,0.0106381610443349,0.00585793869060211,10,11,3.5,12.8149218578274,"CAN","Land",NA,NA,NA,217.26689266572,TRUE,"0.920",0.072074993,6,5.36100577409076,53.6189061428638,0,0,3.79457991749778,849,295.464414390893,291.069500287191,57.8526447705081,70354.8019424573
"148",3732,-7267530.4452,-1042230.1365,0.0864241574586282,0.0864241574586282,2,11,11,7.07106781186548,"PER","Land",NA,NA,NA,451.92041851617,TRUE,"0.740",0.17779782,4.32145272672566,21.7094101146965,4.82890840733272,0,0,22.7264715663452,3875,1021.37080146325,998.68939142002,291.380611905554,17465.2999667443
"149",3738,-7267530.4452,157769.8635,0.0023293116259574,0.0023293116259574,2,2.5,2.5,0.707106781186548,"COL","Land",NA,NA,NA,491.424682858418,TRUE,"0.727",0.052642593,4,23.2469460242202,5.48171293367904,0,0,26.732428252277,2575,820.547516755456,793.815947757347,265.163086440969,1561.23148307269
"150",3739,-7267530.4452,357769.8635,0,0,1,3,3,NA,"COL","Land",NA,NA,NA,1586.50256344527,TRUE,"0.727",0.052642593,4,23.0048295771045,4.93756887106712,0,1,100.612936700104,3483,1708.05032860602,1607.58785887236,740.662746454514,1103.52040816327
"151",3750,-7267530.4452,2557769.8635,0,0,1,2,2,NA,"CUB","Land",0.481369485971281,0.22005762675051,0.943538966951734,-1011.22602409639,TRUE,"0.775",0.28860802,4,25.1467450988684,4.63240655615766,0,0,31.6930147058824,1644,801.297794117647,769.735600490196,272.527573529412,283.498161764706
"152",3758,-7267530.4452,4157769.8635,0.138582677165354,0.138582677165354,1,2,2,NA,"USA","Sea",1.37489260415691,0.959399651132629,1.84430104911222,-1719.66270344536,TRUE,"0.920",0.05036092,4.3510312983959,15.3538121854453,42.3180884912647,0,0,1.11538461538462,38,27.4895104895105,26.3881118881119,9.16783216783217,195.454545454545
"153",3761,-7267530.4452,4757769.8635,0.0152871604582905,0.00626278118609407,6,5,4,2.5298221281347,"USA","Land",16.1660832564036,12.4696665803591,20.9675831794739,192.096385542169,TRUE,"0.920",0.05036092,5.47832406051252,9.45948784068954,39.2923781659763,0,0,12.2071677194792,1373,418.194791800954,406.04318679902,126.43393064329,2696.55640067036
"154",3762,-7267530.4452,4957769.8635,0.00766871165644172,0.00766871165644172,1,2,2,NA,"USA","Land",NA,NA,NA,423.388087784208,TRUE,"0.920",0.05036092,5.84823680026142,7.46175747791061,41.4345247191612,0,0,21.0450523864959,1501,565.000349243306,544.079511059371,203.015948777648,5587.84959254948
"155",3763,-7267530.4452,5157769.8635,0.0187412792366023,0.0100276732643919,7,16.5714285714286,6,20.6789518017487,"CAN","Land",NA,NA,NA,214.673950555072,TRUE,"0.920",0.072074993,6.08082522626991,5.22261548335698,47.0915034195423,0,0,7.29072748165827,1461,410.629983205162,403.157783081411,85.845133916733,81186.6443030142
"156",3764,-7267530.4452,5357769.8635,0.00558720420683611,0.00558720420683611,2,6,6,2.82842712474619,"CAN","Land",NA,NA,NA,378.205434878199,TRUE,"0.920",0.072074993,7,2.80688061810292,56.490515410161,0,0,13.4346764346764,1205,430.858269935193,417.41730064807,140.250211327134,1545.24861463323
"157",3784,-7067530.4452,-5442230.1365,0.00197604781670458,0.00197604781670458,1,3,3,NA,"CHL","Land",4.80037499964237,2.13818751275539,8.72831255197525,799.498265695456,TRUE,"0.847",0.088980488,6.01027804683114,7.31710994605805,4.27845592386481,0,0,112.327436252224,4624,2590.6791856098,2479.83623245701,986.424293338604,2249.16851156355
"158",3808,-7067530.4452,-642230.1365,0.0678233438485804,0.0678233438485804,1,2,2,NA,"PER","Land",NA,NA,NA,135.18921744325,TRUE,"0.740",0.17779782,NA,25.8203767461257,6.98645932575283,0,0,3.25316455696203,3875,334.237674883411,330.962858094604,54.88890739507,29477.9650233178
"159",3809,-7067530.4452,-442230.1365,0.029327461275079,0.00227963525835866,4,4.25,4.5,1.70782512765993,"PER","Land",NA,NA,NA,128.804885895676,TRUE,"0.740",0.17779782,NA,25.9889844276619,7.40404415111066,0,0,3.18694976696012,3875,301.676160883825,298.479199033316,45.0276195408251,38457.954945624
"160",3814,-7067530.4452,557769.8635,0.0840086847224041,0.00386409559269426,3,3.33333333333333,3,1.52752523165195,"COL","Land",NA,NA,NA,1125.72520908005,TRUE,"0.727",0.052642593,4,23.893240949108,4.98805563692527,0,0,53.6238486842105,3406,1207.24720394737,1153.83125,441.414638157895,1151.86036184211
"161",3817,-7067530.4452,1157769.8635,0.0151963391106958,0.0151963391106958,1,3,3,NA,"COL","Land",NA,NA,NA,285.436666103699,TRUE,"0.727",0.052642593,3.89404853749656,24.5557237866864,3.05790958716246,0,0,39.7792627404905,3483,1251.87325598473,1212.34660008812,407.211778528418,5709.75620502276
"162",3818,-7067530.4452,1357769.8635,0.0127646838008937,0.0127646838008937,2,4,4,1.4142135623731,"COL","Land",0.84007317191217,0.461829266533619,1.40707316776601,676.724856443168,TRUE,"0.727",0.052642593,3.93847909097624,25.1547446355105,2.84739180359411,0,0,93.0735030476873,3400,1741.17461455719,1648.24076730011,718.848870562926,399.063105055575
"163",3835,-7067530.4452,4757769.8635,0.00475303160764898,0.00475303160764898,1,19,19,NA,"USA","Sea",5.21182324886322,2.73340929081274,8.9517813932064,5.44054878048781,TRUE,"0.920",0.05036092,5.37524314425822,9.02629786455277,38.6861419274063,0,0,11.6172284644195,2000,406.655430711611,395.087265917603,113.946441947566,2963.91423220974
"164",3836,-7067530.4452,4957769.8635,0.00370533527784046,0.00306748466257669,7,4.85714285714286,4,2.34012616672488,"USA","Land",NA,NA,NA,285.920847091694,TRUE,"0.920",0.05036092,5.76780233908922,7.07265958057033,39.4641729258528,0,0,25.7655213984328,2071,849.713200723327,824.046654611212,269.451717902351,2575.99156118143
"165",3837,-7067530.4452,5157769.8635,0.0101579388102865,0.00204032794425693,23,11.1304347826087,4,21.4715548571637,"USA","Land",NA,NA,NA,259.169692137863,TRUE,"0.920",0.05036092,6.0491917331326,4.99359354233266,42.9676285220298,0,0,22.061209891682,2071,864.202534232577,842.076946658492,237.780298385449,34399.636725935
"166",3838,-7067530.4452,5357769.8635,0.00508681352453218,0.00207808464418668,35,3.8,3,1.67683174644398,"CAN","Land",NA,NA,NA,323.715313750883,TRUE,"0.920",0.072074993,6.60786989805534,2.74466308403102,48.6204356237438,0,0,13.4662926601216,2071,519.286302010285,505.868069191211,140.112762973352,60506.1523141655
"167",3912,-6867530.4452,5357769.8635,0.00852981765080074,0.00460122699386503,13,3.15384615384615,3,1.14354374979373,"CAN","Land",13.341816308547,10.391163266435,17.6464081199802,404.409154867646,TRUE,"0.920",0.072074993,6.2377002918359,2.6722988236151,42.1843040915185,0,0,24.0463733650416,2395,651.125921521998,627.14661117717,203.703923900119,27045.5472057075
"168",3913,-6867530.4452,5557769.8635,0,0,1,2,2,NA,"CAN","Land",NA,NA,NA,422.217007402432,TRUE,"0.920",0.072074993,6.82848030463675,0.278408277555555,49.4116818596501,0,0,13.2290119019091,1811,658.99472801342,645.634635354261,164.150970524802,8188.10903426791
"169",3955,-6667530.4452,-842230.1365,0.00245398773006135,0.00245398773006135,1,5,5,NA,"BRA","Land",NA,NA,NA,155.076157260621,TRUE,"0.754",0.051812975,NA,25.6797936525469,8.04045591685024,0,0,3.08863521907,856,120.592580157798,117.519724693638,26.0533825751217,12406.6300151083
"170",3956,-6667530.4452,-642230.1365,0.000511247443762781,0.000511247443762781,2,2.5,2.5,0.707106781186548,"BRA","Land",NA,NA,NA,136.307005800982,TRUE,"0.754",0.051812975,NA,25.8641056784207,8.12472150826332,0,0,4.08813077469794,3875,116.49289267946,112.347547974414,32.3294243070362,14488.2571073205
"171",3957,-6667530.4452,-442230.1365,0.026025641025641,0.026025641025641,2,6,6,4.24264068711928,"BRA","Land",NA,NA,NA,100.116487225498,TRUE,"0.754",0.051812975,NA,26.0196178945299,8.44776517365815,0,0,2.856974393531,3875,412.302055256065,409.38948787062,47.9452493261456,69397.2250673854
"172",3961,-6667530.4452,357769.8635,0.000396039603960396,0.000396039603960396,2,7.5,7.5,3.53553390593274,"COL","Land",NA,NA,NA,160.286828163719,TRUE,"0.727",0.052642593,NA,26.2990678491586,7.03763149184006,0,0,2.80763840224247,3270,328.840224246671,326.029957953749,38.5790119131044,4726.1914856342
"173",3986,-6667530.4452,5357769.8635,0.00204498977505112,0.00204498977505112,1,3,3,NA,"USA","Land",7.82158000946045,4.65321996688843,12.6964200782776,299.274690000879,TRUE,"0.920",0.05036092,6.03341514664397,2.79597966506192,37.9570647045944,0,0,17.5347680203633,1914,509.629411084114,492.110262640287,167.799028115238,1056.1004280921
"174",3987,-6667530.4452,5557769.8635,0.0135480572597137,0.0135480572597137,1,4,4,NA,"CAN","Land",9.71820000012716,2.11798332730929,25.4798500160376,315.966080349272,TRUE,"0.920",0.072074993,6.27868542869886,0.250131323520297,43.3587575551146,0,0,17.3863032569123,1811,717.862048607695,700.332972547476,196.676670274525,6865.42330020663
"175",4027,-6467530.4452,-1242230.1365,0.0890411382778017,0.0729458399584926,4,4.5,3.5,3.3166247903554,"BRA","Land",NA,NA,NA,166.102672469985,TRUE,"0.754",0.051812975,NA,25.5829525349512,8.69548557134108,0,0,3.81958850535623,331,91.449243325965,87.5803434790002,34.3649039279034,2247.09437170549
"176",4028,-6467530.4452,-1042230.1365,0.000914159119680592,0.000914159119680592,2,19,19,24.0416305603426,"BRA","Land",NA,NA,NA,138.477615726062,TRUE,"0.754",0.051812975,NA,25.7262653944414,8.18342154591623,0,0,1.86821705426357,331,85.0991258452911,83.2450931881907,21.8936170212766,12386.5307603497
"177",4033,-6467530.4452,-42230.1365,0.048878570200211,0.0395294449140603,4,8.25,7.5,4.19324854180304,"BRA","Land",NA,NA,NA,90.7992822353243,TRUE,"0.754",0.051812975,NA,26.1400015756464,7.66417645263672,0,0,2.13208519409138,3249,433.469769838543,431.328237718997,38.3062521470285,11325.7203710065
"178",4036,-6467530.4452,557769.8635,0,0,1,3,3,NA,"VEN","Land",NA,NA,NA,264.977093559423,TRUE,"0.767",0.086759548,NA,26.2645770865561,5.47967087244479,0,0,17.6409175240344,3531,1033.05953786473,1015.4985663687,217.040647664024,13221.4801821555
"179",4037,-6467530.4452,757769.8635,0,0,1,4,4,NA,"VEN","Land",NA,NA,NA,319.58109687427,TRUE,"0.767",0.086759548,4,26.3616812970553,5.23693263931916,0,0,27.9943402900601,3531,1122.16926070039,1094.22568093385,307.712946586487,19520.2649451716
"180",4038,-6467530.4452,957769.8635,0.0568944014363586,0.0568944014363586,1,9,9,NA,"VEN","Land",NA,NA,NA,75.240623871146,TRUE,"0.767",0.086759548,3.98099260823654,26.1390890290289,4.65682747530711,0,0,3.7022888193644,3531,616.849497777046,613.117240243702,78.6810472583567,28770.3780668533
"181",4060,-6467530.4452,5357769.8635,0.0162065439672802,0.0162065439672802,2,4,4,1.4142135623731,"CAN","Land",16.5574287005833,7.23590474185489,28.0596187682379,257.625157564565,TRUE,"0.920",0.072074993,5.98269464429406,2.89121565864982,37.6850945070401,0,0,16.1495305960864,1384,489.016627078385,472.959393733741,151.007239000113,2951.70286166723
"182",4099,-6267530.4452,-1642230.1365,0.00101317122593718,0.00101317122593718,1,3,3,NA,"BOL","Land",NA,NA,NA,146.703576800936,TRUE,"0.674",0.011396919,NA,24.8144349953907,8.29141198743034,0,0,1.11803677663602,3139,246.0942401298,244.878447809627,27.3180097349919,18824.4588967009
"183",4100,-6267530.4452,-1442230.1365,0,0,1,2,2,NA,"BRA","Land",NA,NA,NA,174.091770815741,TRUE,"0.754",0.051812975,NA,25.5844335018086,8.69733989793604,0,0,4.9831223628692,3636,475.034599156118,470.035274261603,67.5171308016878,39324.2200843882
"184",4101,-6267530.4452,-1242230.1365,0.0165784541473962,0.0015527950310559,3,3.66666666666667,2,2.88675134594813,"BRA","Land",NA,NA,NA,150.306937172775,TRUE,"0.754",0.051812975,NA,25.7269070403988,8.30563516639379,0,0,5.37440516655337,3636,418.326478585996,412.901937457512,66.8383752549286,65576.461760707
"185",4102,-6267530.4452,-1042230.1365,0.00759878419452888,0.00759878419452888,1,2,2,NA,"BRA","Land",NA,NA,NA,99.5972623089983,TRUE,"0.754",0.051812975,NA,25.8815832982461,7.87261236898215,0,0,1.58145784346658,3636,132.994121598925,131.387806516627,20.473967080954,14527.8149143433
"186",4105,-6267530.4452,-442230.1365,0.00149546973373494,0.00149546973373494,2,5.5,5.5,3.53553390593274,"BRA","Land",NA,NA,NA,66.579615648593,TRUE,"0.754",0.051812975,NA,26.3203677912936,7.52005107626971,0,0,1.10111805327195,3875,206.320124958895,205.152252548504,21.9439329168037,68410.726241368
"187",4107,-6267530.4452,-42230.1365,0.00800899100899101,0.00775457875457876,4,11.5,11.5,7.76745346515403,"BRA","Land",NA,NA,NA,77.3233956760467,TRUE,"0.754",0.051812975,NA,26.1703180764411,6.40875316806273,0,0,4.91332449453099,3249,499.618992376533,494.767152800795,71.3163738813391,15021.0568445476
"188",4134,-6267530.4452,5357769.8635,0,0,1,2,2,NA,"CAN","Land",9.12717464473886,3.74815774484419,16.0992535483669,25.4456233812103,TRUE,"0.920",0.072074993,6.03950988916981,3.0030748524856,39.873382016713,0,0,7.6744094488189,1109,204.016732283465,196.371062992126,64.496062992126,706.537204724409
"189",4158,-6067530.4452,-4642230.1365,0.0178425357873211,0.0178425357873211,2,4,4,2.82842712474619,"ARG","Land",5.64194284393674,4.59723809106009,7.22088564918155,41.8462776726742,TRUE,"0.827",0.031054587,5.61695458903859,14.5432604430714,10.6713538732973,0,0,2.67081928770336,4492,295.994284039279,293.328887586106,40.762714348527,20376.4051003957
"190",4159,-6067530.4452,-4442230.1365,0.0184049079754601,0.0184049079754601,1,2,2,NA,"ARG","Land",NA,NA,NA,180.421789284799,TRUE,"0.827",0.031054587,5.35255754313518,15.3568536913941,11.645602177367,0,0,6.14461201654099,1368,189.68864023352,183.506446120165,40.8268061298954,1766.1038676721
"191",4170,-6067530.4452,-2242230.1365,0.0507643188791944,0.00374250846869641,10,2.8,2.5,1.03279555898864,"BOL","Land",NA,NA,NA,470.261125309318,FALSE,"0.674",0.011396919,NA,22.4660761122863,8.00954544865789,0,0,15.6435628514972,3139,488.288949688403,472.800425596595,149.890712874297,3860.76683386533
"192",4176,-6067530.4452,-1042230.1365,0,0,2,5.5,5.5,2.12132034355964,"BRA","Land",NA,NA,NA,86.55351934052,TRUE,"0.754",0.051812975,NA,25.9273990639795,7.15163855893271,0,0,1.42384539796921,3636,265.4287585981,263.982967572879,28.9077956108746,54017.7525384867
"193",4181,-6067530.4452,-42230.1365,0.000769230769230769,0.000769230769230769,1,4,4,NA,"BRA","Land",NA,NA,NA,43.9795992480561,TRUE,"0.754",0.051812975,NA,26.3450833109396,5.13207301185296,0,0,0.883188125201678,3249,316.110358180058,315.206518231688,22.1024524040013,15447.6647305582
"194",4223,-5867530.4452,-6442230.1365,0.00460829493087558,0.00460829493087558,1,2,2,NA,"ATA","Sea",0.291178167564555,0.153908342525869,0.451709578091894,-2614.23790546803,FALSE,"NP",NA,7,-5.97287848932246,NA,0,NA,NA,NA,NA,NA,NA,NA
"195",4232,-5867530.4452,-4642230.1365,0.0190622261174408,0.00460122699386503,3,3.66666666666667,2,2.88675134594813,"ARG","Sea",1.48782628900568,1.06996713795572,2.05245069956556,5.24225828935578,TRUE,"0.827",0.031054587,5.71304668358842,14.9137259929454,11.0339514010482,0,0,6.61593655589124,1368,152.226586102719,145.680891238671,31.9172960725076,915.642749244713
"196",4233,-5867530.4452,-4442230.1365,0.0588523109789949,0.0588523109789949,2,2.5,2.5,0.707106781186548,"ARG","Land",NA,NA,NA,186.87336580364,FALSE,"0.827",0.031054587,5.55720884866499,15.5014257705183,11.6758470783373,0,0,4.58917616126205,1306,108.335560911481,103.978308501315,23.7776073619632,1184.64296669588
"197",4234,-5867530.4452,-4242230.1365,0.00931702662301612,0.00153374233128834,4,2.75,3,0.5,"ARG","Land",NA,NA,NA,72.7976602060416,FALSE,"0.827",0.031054587,5.23079073178434,16.105883931226,11.5158119268055,0,0,0.525380056686421,1310,111.160010306622,110.755604225715,7.36498325173924,10460.2550888946
"198",4235,-5867530.4452,-4042230.1365,0.0192040656886771,0.0035098294158735,55,4.56363636363636,4,2.60884277143346,"ARG","Land",NA,NA,NA,62.1538777331548,TRUE,"0.827",0.031054587,5,16.9321627090077,11.4092034775644,0,0,1.22512783053324,3224,157.417092768444,156.180277574872,15.590504017531,102889.524324324
"199",4236,-5867530.4452,-3842230.1365,0.10636494618188,0.10636494618188,1,3,3,NA,"ARG","Land",NA,NA,NA,53.564311792625,TRUE,"0.827",0.031054587,5,18.1789241361244,11.5397466432917,0,0,1.87785291631445,3224,226.039447731755,224.170611439842,22.7190757959989,130508.963088194
