cell,ISO3,Cell,cloMeanVal,cloMinVal,cloMaxVal,bathyVal,AP,HDI_2015,fshD
4206,CAN,Sea,0.547131199359894,0.347279999947548,1.02425119819641,-1542.17552098156,FALSE,0.920,0.072074993
4207,CAN,Sea,2.6080175396195,1.51902255400978,4.82136844079895,-19.4024462870494,TRUE,0.920,0.072074993
4208,CAN,Sea,3.47579757702675,1.55853474729911,6.59161481270257,-40.2448626623281,TRUE,0.920,0.072074993
4209,CAN,Sea,1.941022063222,0.599294116282288,4.14375920374604,-98.2159579082882,TRUE,0.920,0.072074993
4223,ATA,Sea,0.291178167564555,0.153908342525869,0.451709578091894,-2614.23790546803,FALSE,NP,NA
4228,FLK,Sea,1.53272428699902,0.219697142594627,3.81884714790753,-332.104360092701,FALSE,0.910,0.063119295
4229,ARG,Sea,1.60610222233666,0.287831111086739,3.36524295983491,-208.346880057544,FALSE,0.827,0.031054587
4230,ARG,Sea,1.65691077030622,0.40543846068474,3.93290153760176,-114.958251611096,FALSE,0.827,0.031054587
4231,ARG,Sea,1.21781760082245,0.59558880033493,2.94974080562592,-75.0931920452896,TRUE,0.827,0.031054587
4232,ARG,Sea,1.48782628900568,1.06996713795572,2.05245069956556,5.24225828935578,TRUE,0.827,0.031054587
